id,positJob,company,city_state,date,descrip,dateColect,country,url
#2974456,Vaga de Analista Sênior ,ManpowerGroup , Belo Horizonte - MG,2018-01-13,"
Analista Sênior
Responsabilidades: Gerar análises de resultados financeiros comerciais (EBITDA, SG&A e ROCE), Relacionamento e atendimento as diretorias comerciais, Desenvolvimento de novos processos operacionais de marketing ligado apuração financeira, Elaborar e gerar novas Análises Financeiras para apoiar nas decisões estratégicas comerciais.Requisitos: Gerar análises de resultados financeiros comerciais (EBITDA, SG&A e ROCE)
* Relacionamento e atendimento as diretorias comerciais
* Desenvolvimento de novos processos operacionais de marketing ligado apuração financeira
* Elaborar e gerar novas Análises Financeiras para apoiar nas decisões estratégicas comerciais.
* Conhecimento avançado em Finanças
* Inglês Avançado
* Conhecimento em ACCESS, Excel (avançado)Desejáveis : Conhecimento avançado em processos de custeio e apuração de resultado, experiência nas áreas de Controladoria e Financeira.
Necessário disponibilidade para viagens nacionais.
Remuneração: Enviar Pretensão Salarial.
*Vaga para os estados MG e SP.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-senior-manpowergroup-belo-horizonte-mg-2974456
#3210119,Vaga de Analista de Sist,as ,WEX Brasil ,2018-01-27,"
Analista de Sistemas
Buscamos um profissional para atuar em análises de incidentes internos com foco na busca de soluções e suporte aos clientes internos e externos, será responsável por diagnosticar problemas de sistemas e manter um canal de comunicação com clientes, reportando sobre o status dos incidentes, atuando também na aplicação de treinamentos.
Pré-requisitos
* Ensino superior completo em Ciência da Computação, Tecnologia da Informação, Análise de Sistemas e áreas afins;
* Conhecimento básico em lógica de sistemas e sistemas de Helpdesk;
* Noções de processos de homologações e casos de testes;
* Experiência com suporte de softwares a usuários.
Horário de trabalho: De segunda a sexta das 08:00 às 17:00 horas
Local de trabalho: Barra Funda 
* SP
Vaga CLT: Salário + benefícios (VT, VR, VA, Assistência médica, odontológica e seguro de vida).
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-sistemas-wex-brasil-sao-paulo-sp-3210119
#3201160,Vaga de Analista Fiscal Sênior ,Proativa RH , São Paulo - SP,2018-01-26,"
Analista Fiscal Sênior - Cajamar/ SP
Requisitos:
* Ensino Superior Completo em Contabilidade, Administração ou áreas afins.
* Desejável ter Pós Graduação na área de Controladoria/ Financeira/ Tributária ou Administração.
* Necessário conhecer ICMS, ICMS ST em operações com Armazém Geral.
* Conhecimentos em Excel nível Avançado, TOTVs, MRP, Noções de Rotina Fiscal: Faturamento, Recebimento, Controle de Estoque, Inventários.Principais Atribuições:
* Responsável por todas as atividades da área de Recebimento Fiscal, incluindo recebimento e faturamento, garantindo a conformidade legal e observando as normas corporativas, promovendo a harmonia com as demais áreas de das unidades. Foco em operações com Armazéns Gerais.
* Acompanhar o atendimento das fiscalizações, vistorias, auditorias internas e externas e apoiar em todo o processo de aprovação de projetos, pleitos fiscais perante os órgãos públicos
* Apoiar localmente o processo societário e contencioso junto aos órgãos e autarquias locais.
* Orientar a área logística sobre questões fiscais, com o suporte da equipe tributária.
* Manter-se atualizado na legislação tributária, elaborando e estudos e orientações estudos fiscais, quando solicitado pelos gestores.
* Prover apoio técnico aos colaboradores sob sua responsabilidade, bem como das demais áreas da empresa.
* Coordenar e promover treinamentos internos sobre assuntos técnicos de interesse da unidade ou geral, do Grupo.
* Monitorar e direcionar, sempre de forma preventiva, as providências necessárias ao cumprimento das rotinas, dos prazos e das metas da área.Remuneração e Benefícios:
* Salário compatível com o mercado.
* Assistência Médica, Assistência Odontológica, Refeitório no Local, Vale Transporte.Horário e Escala de Trabalho:
* De seg a sex das 07h30 às 17h18.Local de Trabalho:
* Cajamar 
* SP.
_ Oportunidade efetiva. _
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-fiscal-senior-cajamar-sp-proativa-rh-sao-paulo-sp-3201160
#3229370,Vaga de Analista de Inteligência de Mercado Sênior ,BRF Brasil Foods , Curitiba - PR,2018-01-30,"
Analista de Inteligência de Mercado Sênior
Atividades:
* Avaliar os resultados efetivos da área, compilando informações retiradas do sistema interno da companhia e com base/busca em informações de mercado;
* Expandir o conhecimento e a percepção sobre os mercados de commodities, levantando informações relevantes para a atuação da área promovendo e sugerindo ações estratégicas;
* Gerar um diferencial competitivo em relação ao mercado para atingimento de metas da área;
* Dar suporte a área de compra de commodities através de analises diversas para as tomadas de decisões estratégicas da companhia, buscando otimização e oportunidades de ganhos;
* Identificar necessidades e oportunidades de treinamentos para as equipes regionais nos procedimentos comerciais e nas análises de mercado;
* Realizar a Gestão da posição financeira de derivativos de commodities;
* Desenvolver ferramentas financeiras de proteção de preços e custos de consumo.Requisitos:
* Superior completo em administração, engenharias e área afins.
* Pacote Office avançado (obrigatório)
Visual Basic (Macros / Dashboards desejável)Conhecimentos em:
* Experiência na área de commodities ou na área financeira (tesouraria), preferencialmente em área relacionado a inteligência e análises de mercados.
* Conhecimento sobre formação de preços de commodities e movimentos do mercado nacional e internacional de commodities.
* Será considerado como diferencial o conhecimento e experiência em formatação de custos, dinâmica de mercado de commodities, e experiência prévia em empresas da mesma área de atuação.Benefícios:
* Assistência Médica e Odontológica;
* Restaurante no local;
* Vale transporte ou estacionamento;
* Seguro de Vida;
* Convênio com Academias;
* Previdência Privada;
* Cooperativa de Crédito.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-inteligencia-de-mercado-senior-brf-brasil-foods-curitiba-pr-3229370
#3189103,Vaga de Analista de Mídia Pleno ,Webmotors , São Paulo - SP,2018-01-25,"
Analista de Mídia Pleno
MISSÃO DA VAGA:
Profissional analítico e proativo que seja habilidoso e tenha capacidade de colaborar com várias equipes. Seu conhecimento atual das práticas e técnicas de planejamento, compra e otimização dos canais de mídia serão essenciais para esse papel.
PERFIL:
O candidato deve ter profundo conhecimento em estratégias de marketing digital, principalmente em mídia, possuir forte visão analítica, ser apaixonado por métricas e indicadores de performance, se interessar por plataformas de gestão e otimização de mídia, curtir muito trabalhar com ferramentas de Web Analytics e testar novas tecnologias. Não ter medo de falar em público, ser organizado, além de ter pensamento estratégico e capacidade transformar desafios e oportunidades em um conjunto de ações eficientes.
PRINCIPAIS FUNÇÕES:
* Desenvolver, gerir e operar estratégias efetivas nos canais de mídia em conjunto com outras áreas da Webmotors (criação, TI, comercial, produto, conteúdo e CRM);
* Realizar pesquisas de mídia, analisar dados de diversas fontes de campanha, informações e indicadores, encontrar tendências, gerar insights e recomendações de ações de otimização da área;
* Elaborar o plano de mídia mensal alinhados com os objetivos de negócio, metas e KPIs;
* Estruturar e implementar campanhas, acompanhar diariamente os resultados e otimização dos veículos e plataformas;
* Executar rotinas diárias de gestão de campanha, controle e otimização dos orçamentos de mídia;
* Elaborar apresentações, entregar relatórios gerenciais e analíticos de acompanhamento periódico das campanhas, seguindo os KPIs determinados;
* Manter as equipes atualizadas com as mídias em andamento;
* Operar e adquirir sólidos conhecimentos da relação com a mídia nas soluções adotadas pela Webmotors em Web analytics, Bid Manager, Teste A/B e personalização;
* Executar testes de mídia, coletar e analisar dados de acompanhamento de performance, com evolução de métricas, resultados, conclusões e insights estratégicos.
Área de trabalho:
Marketing
Estado:
São Paulo
Cidade:
São Paulo
Duração do contrato:
Indeterminado
Jornada
Integral (manhã/tarde)
Tipo de contrato
Clt Pré-determinado
Benefícios:
Vale Refeição
Assistência Médica
Vale Transporte
GymPass
Descontos especiais BioRitmo (Torre Santander) !
Descontos especiais na Alumni!
Horário flexivel!
Sem dress code, né?!
Além de um escritório muito dahoraaa!
Muitas festassssssss
Requisitos Mínimos:
REQUISITOS:
* Superior completo em qualquer curso;
* Profundo conhecimento em Mídia e Marketing Digital;
* Experiência em Web Analytics: Google Analytics ou Adobe Analytics (Omniture);
* Experiência em plataformas de advertising, como AdWords, Facebook Ads, Criteo;
* Conhecimento sobre Análises Multicanal e Atribuição de mídia on e offline;
* Conhecimento em Data Visualization e Ferramentas de Dashboards como DataStudio, Tableau, Qlik Sense, Klipfolio e outras;
* Conhecimento do mercado de marketing digital em todas as áreas de atuação (WebAnalytics, Publicidade, Social, Tecnologia, MarTech etc);
* Inglês intermediário / avançado;
* Boa organização de tarefas e priorização.DIFERENCIAIS:
* Bons conhecimentos na plataforma Adobe: Adobe Analytics (Omniture), Adobe Media Optimizer e Adobe Target;
* Experiência com operação de Tag Managers e instalação de tags de mídia, analytics e ferramentas para marketing digital: GTM e DTM;
* Experiência em mídia programática;
* Inglês fluente.
Experiência Mínima:
Mais de 3 anos
Escolaridade / Mínima:
Superior
Carreira:
Programador Web
Mercadologia (marketing)
Processamento de dados
Comunicação e Marketing
Banco de dados
Marketing e propaganda
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-midia-pleno-webmotors-sao-paulo-sp-3189103
#3275796,Vaga de Regulatory Affairs Analyst / Analista Assuntos Regulatórios ,Sanofi , São Paulo - SP,2018-02-08,"
Regulatory Affairs Analyst / Analista Assuntos Regulatórios
Principais Responsabilidades
Avaliar, elaborar e submeter petições de registro e pós-registro de produtos a órgãos regulatórios conforme legislação vigente e procedimentos internos para garantir a manutenção do portfolio bem como o registro de novos produtos
Garantir a correta realização das atividades e ações de desfecho para os processos regulatórios sob sua responsabilidade, incluindo a manutenção correta dos registros nos bancos de dados local e global
Analisar a viabilidade e participar/liderar novos projetos, conforme demanda regulatória ou externa, melhoria de processos, entre outros
Dar suporte à coordenação, gerência, as áreas internas e internacional, visando o cumprimento da legislação vigente e procedimentos internos por meio de orientações e fornecimento de documentos
Participar de projetos para implementação de processos na área Regulatória, bem como garantir a melhoria contínua;
Revisar material promocional, visando o cumprimento da legislação vigente e procedimentos internos
Participar de reuniões das entidades de classe e órgãos reguladores, visando influenciar o ambiente regulatório e atualizar/compartilhar com o grupo as informações e entendimentos das legislações e seus impactos
Conhecer, avaliar e divulgar as novas legislações e seus impactos bem como publicações da empresa e de concorrentes, contribuindo com a Inteligência Regulatória
Elaborar e atualizar os procedimentos internos da área bem como garantir o cumprimento destes
Sugerir, elaborar e participar de ações frente aos objetivos e metas definidas pela gerência/diretoria
Requisitos
Formação Superior em Farmácia e Bioquímica
Experiência e Conhecimento: Atuação na área de Assuntos Regulatórios na Indústria Farmacêutica; Conhecimento sobre submissão de dossiês e exigências de registro; experiência na avaliação de materiais promocionais.
Idiomas: Inglês avançado
Sanofi is dedicated to supporting people through their health challenges. We are a global biopharmaceutical company focused on human health. We prevent illness with vaccines, provide innovative treatments to fight pain and ease suffering. We stand by the few who suffer from rare diseases and the millions with long-term chronic conditions.
With more than 100,000 people in 100 countries, Sanofi is transforming scientific innovation into healthcare solutions around the globe.
Sanofi, Empowering Life
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-regulatory-affairs-analyst-analista-assuntos-regulatorios-sanofi-sao-paulo-sp-3275796
#3254105,Vaga de Analista de Administração de Pessoal Pleno ,"Korn Ferry (Haygroup, Futurestep) ", Rio de Janeiro - RJ,2018-02-02,"
Analista de Administração de Pessoal Pleno
A área de Administração de Pessoal tem por finalidade garantir a operacionalização dos processos de admissão, férias, pagamentos, rescisão e benefícios, conforme a legislação trabalhista e políticas internas.
Principais Atribuições:
Executar todas as atividades pertinentes ao processo demissional da empresa, através de sistemas e procedimentos consolidados, garantindo o cumprimento da legislação e de todo o processo, lançando e emitindo documentos necessários, a fim de garantir um bom atendimento interno e externo;
Analisar e tratar os arquivos rejeitados na interface diária;
Realizar prévias de desligamentos;
Acompanhar desligamentos junto ao gestor, caso seja necessário;
Elaborar pagamentos pertinentes ao processo de rescisão;
Preparar kit de desligamento e enviar para os gestores;
Orientar os clientes internos (gestores e RH direcionado ao negócio) tanto sobre a operacionalização do processo de preenchimento da carta e dos formulários de desligamento, quanto sobre o processo no sistema da empresa;
Calcular e conferir todas as rescisões;
Enviar documentos e marcar homologações;
Ser preposto da empresa em homologações;
Atendimentos aos funcionários internos e externos;
Responsável pelo INSS de demitido;
Realizar análises contábeis pertinentes às atividades de rescisão.Requisitos:
Ensino superior completo, preferencialmente em Administração;
Experiência prévia com administração de pessoal;
Experiencia prévia com alto volume de rescisões de contrato, em empresas com grande número de funcionários;
Conhecimentos avançados das ferramentas do Pacote Office, principalmente Excel (PROCV, PROCH, tabelas dinâmicas, etc.);
Inglês intermediário;
Disponibilidade para trabalhar em Jacarepaguá – Rio de Janeiro; 
Desejável experiência prévia em empresas do segmento farmacêutico;
Desejável experiência prévia com sistema ADP;
Desejável conhecimento de procedimentos de análises contábeis.Condições Gerais:
Salário compatível com o mercado + Pacote atrativo de benefícios e oportunidade para desenvolvimento de carreira;
Local de Trabalho: Jacarepaguá 
Rio de Janeiro.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-administracao-de-pessoal-pleno-korn-ferry-haygroup-futurestep-rio-de-janeiro-rj-3254105
#3168502,Vaga de Analista Desenvolvedor Java ,Axxiom , Belo Horizonte - MG,2018-01-22,"
Analista Desenvolvedor Java
Analista DesenvolvedorAtividades e Desafios da Função:
Desenvolvimento de Software em Java para sistema especializado de Engenharia Elétrica;
Leitura de especificação;
Modelagem e monitoramento da aplicação;
Definição de Arquitetura e desenho de sistemas.Formação:
Curso Superior voltado para área de Sistemas de Informação.Conhecimentos Desejáveis:
Conhecimento em Linguagem de programação:
Java;
Java script avançado;
Java Spting MVG;
Bootstrap;
Hibernate avançado;
Local de Trabalho:
Belo Horizonte/MG
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-desenvolvedor-java-axxiom-belo-horizonte-mg-3168502
#3237554,Vaga de Analista de Controle e Gestão Pleno ,Danone , São Paulo - SP,2018-01-31,"
Analista de Controle e Gestão Pleno
Principais responsabilidades:
* Planejamento e reporting das informações de finanças no curto, médio e longo:
Alinhar dentro da organização os planos de negócio através da projeção dos dados financeiros de P&L, balanço e fluxo de caixa do curto, médio e longo prazo por meio da elaboração do Rolling Forecast com o objetivo de assegurar a sustentabilidade e continuidade do negócio.
* Visibilidade do negocio da saúde financeira:
Dar ao negócio a visibilidade das informações financeiras através de relatórios periódicos e acurados afim de dar transparência e em caso de desvios versus o projetado ter tempo hábil para propor ações corretivas.
* Controle financeiro:
Assegurar o controle financeiro através de relatórios do real versus o orçado. Avaliar riscos e oportunidades visando o atingimento das metas estipuladas da companhia dentro das praticas contábeis e padrão de ética. Aplica-se para top line analyst, CO analyst ou planning analyst.Pre-requisitos:
* Formação em Administração, Contabilidade ou Economia;
* Conhecimentos de contabilidade;
* Inglês avançado.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-controle-e-gestao-pleno-danone-sao-paulo-sp-3237554
#2961726,Vaga de Oracle Database Administrator ,Eaton , Valinhos - SP,2017-12-21,"
Oracle Database Administrator
We are looking for a Oracle Database Administrator in Valinhos – SP.
She/He will be responsible for:
* Administers/manages Oracle E-Business Suite Application and databases per prescribed procedures;
* Develops and maintains database and application administration processes and documentation;
* Executes ITSM processes (Change, request, incident, problem management) on technical IT systems at the Project level;
* Understands functional requirements and responsible for solution design, development & deployment of database and Oracle E-Business Suite components.
QualificationsEducation / Experience required to meet position qualifications:
* Bachelor’s degree in a technical discipline such as: B.E / BTech / MCA / Equivalent (EITC) or B.S. Comp Sci / Mathematics / Engineering;
* English level: Fluent;
* Hands-on Oracle E-Business Suite Application DBA experience;
* Ability to read and modify PL/SQL, SQL, database triggers, stored procedures, UNIX and Linux shell scripts;
* Experience with the following Oracle products / utilities:
o RMAN
o EM 12c
o ASM
o 12c / 11g RAC
o Data Guard
o Exadata
o Performance diagnostics and tuning
We make what matters work. Everywhere you look—from the technology and
machinery that surrounds us, to the critical services and infrastructure that
we depend on every day—you’ll find one thing in common. It all relies on
power. That’s why Eaton is dedicated to improving people’s lives and the
environment with power management technologies that are more reliable,
efficient, safe and sustainable. Because this is what matters.
We are confident we can deliver on this promise because of the attributes that
our employees embody. We’re ethical, passionate, accountable, efficient,
transparent and we’re committed to learning. These values enable us to tackle
some of the toughest challenges on the planet, never losing sight of what
matters.
Job: Information Technology
Region: Latin America
Organization: Corporate Sector
Job Level: Individual Contributor
Schedule: Full-time
Is remote work (i.e. working from home or another Eaton facility) allowed for
this position?: No
Does this position offer relocation?: No
Travel: Yes, 10 % of the Time
Eaton is an Equal Opportunity and Affirmative Action Employer. Eaton is
committed to ensuring equal employment opportunities for all job applicants
and employees. Employment decisions are based upon job-related reasons
regardless of an applicant's race, color, religion, sex, sexual orientation,
gender identity, age, national origin, disability, marital status, genetic
information, protected veteran status, or any other status protected by law.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-oracle-database-administrator-eaton-valinhos-sp-2961726
#3168468,Vaga de Analista de Processos Pleno ,Porto Seguro , São Paulo - SP,2018-01-22,"
Analista de Processos Pleno
Descrição da área:
O Escritório de Processos de Atendimento é responsável pelos projetos de melhoria contínua, desdobramento do planejamento estratégico, análise de novas ferramentas com a visão de processos, concepção de chatbot na empresa, além de disseminar a cultura de processos dentro da Diretoria de Atendimento.
Pré-requisitos:
Superior Completo em Engenharia, Tecnologia ou Estatística, desejável Pós-Graduação ou Especialização em Gestão de Projetos
Certificação Green Belt
Pacote Office (MS Word, Excel, Power Point, MS Project) – Intermediário
Conhecimento em Ferramenta de Desenho de Processos
Técnicas de apresentação e reunião
Metodologias / Ferramentas da Qualidade de Processo
Desejável conhecimento em Design Thinking, Business Process Management (BPM) , Análise de Negócios (Babok); COPC e ferramenta Mini Tab, além de conhecimento básico em Estatística e Matemática
Principais competências:
Foco em Resultado; Foco no Cliente; Negociação; Capacidade Crítica; Empreendedorismo e Trabalho em equipe.Benefícios: VT + VR + VA + AM + AO + SV + Auxilio Creche + Bolsa de Estudos + PLR + Desconto nos produtos da empresa + Previdência Privada.Local de trabalho: Campos Elíseos 
* Centro SP
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-processos-pleno-porto-seguro-sao-paulo-sp-3168468
#3187486,Vaga de Analista de Assuntos Regulatórios ,FQM Farmoquímica , Rio de Janeiro - RJ,2018-01-24,"
Analista de Assuntos Regulatórios
Requisitos/Perfil Desejado:
* Experiência nas rotinas regulatórias em indústrias alimentícias ou farmacêuticas.
* Conhecimento ou experiência no ramo de Suplementação Alimentar e probióticos será considerado um diferencial. Conhecimento em normas da ANVISA.
* Ensino superior completo em Farmácia, Nutrição e Engenharia de Alimentos.
* Perfil detalhista e organizado com habilidade de comunicação e trabalho em equipe.
* Inglês fluente e desejável espanhol.
Atribuições e Responsabilidades:
Preparar, analisar e renovar a documentação legal da empresa para registro de produtos na ANVISA e outros órgãos reguladores, elaborando dossiês referentes ao registro, alterações e pós-registro para cumprir as exigências; Responder exigências formuladas pelas agências reguladoras; Análise de fórmulas, atualização de rótulos e revisão de publicidade e marketing dos materiais para adequação e conformidade com requisitos regulatórios e legais.
Representar a área de Assuntos Regulatórios em projetos de desenvolvimento de produtos para garantir que todos os requisitos regulamentares sejam cumpridos; Responsável por dar suporte técnico às demandas regulatórias de clientes internos e externos.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-assuntos-regulatorios-fqm-farmoquimica-rio-de-janeiro-rj-3187486
#3169679,Vaga de Analista de Vendas ,Rio Quente Resorts , São Paulo - SP,2018-01-22,"
Analista de Vendas
Atividades: Responsável pelo suporte administrativo às atividades de vendas, através da geração e análise de relatórios de performance gerencial e individual, contribuindo para o acompanhamento e gestão da área de venda, visando melhorias estratégicas.
Requisitos: Superior completo ou cursando e domínio em Excel
Remuneração: Salario fixo + pacote de benefícios
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-vendas-rio-quente-resorts-sao-paulo-sp-3169679
#2976209,Vaga de Analista Comercial ,Psico Store , Vitória - ES,2018-01-15,"
Analista Comercial
Pré-requisitos:
Ensino Superior Completo ou Cursando nas áreas de Administração ou áreas afins;
Conhecimento do Pacote Office;
Possuir veículo próprio;
Experiência com vendas de serviços.
Atribuições do Cargo:
Atendimento ao cliente;
Prospecção de novos clientes;
Realizar visitas;
Rotinas administrativas do setor comercial;
Confecção de contratos e propostas comerciais;
Realizar o pós-venda;
Preparação de relatórios e indicadores da área comercial.
Carga horária:
Segunda à Quinta-feira de 08:00h às 18:00h, na Sexta-feira de 08:00h às 17:00h, com 1:00h de almoço.
Remuneração:
Salário compatível com o mercado;
Comissão;
Auxílio combustível;
Assistência Médica;
Assistência odontológica;
Seguro de vida;
Alimentação no valor de R$359,00 por mês.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-comercial-psico-store-vitoria-es-2976209
#2972099,Vaga de Analista I ,Ambev , Vitória da Conquista - BA,2018-01-10,"
Analista I
Descrição
Principais Responsabilidades:
Análise e cobrança de clientes
Análise de contas
Classificação contábil
Apresentações (SDG, Prestação de Contas)
Reuniões com clientes internos e externos
Gestão de contas a receber
Resultados esperados: cumprimento do prazo e qualidade na entrega, propostas
de melhorias e soluções de problemas
Qualificações
Conhecimentos Aplicados:
Sistemas
Padrões Corporativos e Operacionais
Excel - Intermediário/Avançado
Nível Superior Completo
Conhecimento básico de contabilidade e tesouraria
Experiência Profissional:
Requer experiência profissional com passagem pela área financeira ou vendas
Formação:
Superior Completo
Conhecimentos Técnicos:
Excel - Intermediário
Power Point - Intermediário
Inglês Básico/Intermediário
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-i-ambev-vitoria-da-conquista-ba-2972099
#3154413,Vaga de Analista Fiscal ,SND Distribuição , Barueri - SP,2018-01-19,"
Analista Fiscal
Analisar, apurar e calcular impostos e alíquotas de notas fiscais (ICMS, ICMS-ST, ICMS Difal Protocolos, ICMS Difal EC-87/2015); realizar envio de obrigações acessórias; liberar o pagamento de GNRE; imputar dados para elaboração de notas fiscais; Saber analisar parâmetros de sistema e possíveis inclusões/correções; atendimento a notificações/Intimações, bom convívio no trabalho em equipe.
Requer conhecimentos em apuração de impostos, CFOPs e operações fiscais; Organização de documentos, geração de lançamentos contábeis, classificação e conciliação contábil/fiscal e preenchimento de guias de recolhimento e de solicitações, junto a órgãos do governo.
Análise dos cálculos de impostos, conferência dos registros de entradas e saídas, responder dúvida de clientes quando a cálculos e legislações, apoio a área de faturamento, atendimento a notificações/fiscalizações, Apurações de impostos, entrega das obrigações principais acessórias e conciliações.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-fiscal-snd-distribuicao-barueri-sp-3154413
#3166075,Vaga de ANALISTA COMERCIAL I ,Locaweb , São Paulo - SP,2018-01-22,"
ANALISTA COMERCIAL I
Responsabilidade do Cargo : Gerenciar e construir relacionamento com a
base de clientes Medir resultados e otimizar o caminho para Fidelização,
Retenção e Incremento de Vendas;1º Conhecimento : HTML e Design serão considerados diferenciaisLocal de Trabalho : São Paulo
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-comercial-i-locaweb-sao-paulo-sp-3166075
#3165936,Vaga de Analista de Testes ,Stefanini , Rio de Janeiro - RJ,2018-01-22,"
Analista de Testes
Analista de Teste Jr
Para atuação em finalização de um projeto temporário de 2 meses (há possibilidade de ser relocado para outro cliente nosso).
Salário de 2552,00 reais +VT+ VR de 24,30 dia+plano de saúde subsidiado pela empresa.
Horário de trabalho 09 as 18 horas
Local de trabalho: Centro do Rio de JaneiroInglês 
* Intermediário
Elaboração de casos de testes,validação de casos de testes,execução manual de casos e roteiros de testes,execução de testes funcionais e testes de regressão,Ferramentas Testlink e Redmine.
Inglês técnico
REQUISITOS DESEJAVEIS
Automação de testes
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-testes-stefanini-rio-de-janeiro-rj-3165936
#3132947,Vaga de Analista DBM ,Grupo Meta RH , São Paulo - SP,2018-01-17,"
Analista DBM
Atividades:
Criar, executar e monitorar a execução de processos em bancos de dados e rotinas operacionais sistêmicas.
Criar e gerar relatórios e indicadores.
Experiência com cruzamento de bases e geração de lista de mailings baseados nos critérios do negócio, análise de requisitos, implementação de soluções técnicas e de negócio para cada demanda e otimizar processos já existentesRequisitos:
Experiência como DBM;
Experiência com Formulação de Queries complexas e performance em T-SQL;
Experiência em ETLS com Integration Services;
Experiência com Modelagem de Dados;
Superior completo em áreas direcionados a tecnologia;
Experiência banco de dados Oracle ou SQL Server;
Experiência em Access, Excel e Sistemas Operacionais;
Inglês Intermediário.Informações Adicionais:
Salário: compativel com o mercado.
Horário: das 9h às 18h;
Local de trabalho: Vila Olímpia (São Paulo);
Modalidade contratual: CLT + beneficios (VR, VT, AM).
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-dbm-grupo-meta-rh-sao-paulo-sp-3132947
#2955212,Vaga de Analista ,Ambev , Eunápolis - BA,2017-12-13,"
Analista
Descrição
Principais Responsabilidades:
* - Entrega dos produtos de sua responsabilidade
* - atendimento ao cliente de acordo com as necessidades da Cia
* - Redução de perdas financeiras derivadas de ineficiência do processo
* - Garantir registros contábeis e reports gerenciais de forma coerente e no prazo acordado com o cliente
* - Garantir o cumprimento dos padrões da Cia
Qualificações
Conhecimentos Aplicados:
*- Conhecimento de conceitos contábeis
* - Conhecimento de excel intermediário
* - Utilização do sistema SAP
Experiência Profissional:
* - Experiência na área financeira pelo menos 1 ano
* - Conhecimento técnico de contábeis
* - Conhecimento de excel
* - Inglês Intermediário
Formação:
* Formação superior completa em Contabilidade, Administração ou Econômia.
Conhecimentos Técnicos:
*- conhecimento em excell
*- inglês intermediário
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-ambev-eunapolis-ba-2955212
#2965976,Vaga de Especialista Datastage (P1025) ,Mazza , São Paulo - SP,2018-01-03,"
Especialista Datastage (P1025)
São Caetano
QUANT. VAGAS: 1
EXPERIÊNCIA: Experiência de pelo menos 3 anos de liderança técnica em desenolvimento ETL. Dominio Ferramenta IBM Infosphere Datastage. Conhecimento em programação SQL. Conhecimento no banco DB2 Conhecimento em servidores UNIX e Shell Script
TEMPO DE CONTRATO: Indeterminado
HORÁRIO: Comercial
FORMAÇÃO ACADÊMICA: Superior Completo em TI ou áreas correlatas
OBSERVAÇÕES: Inglês intermediário
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-especialista-datastage-p1025-mazza-sao-paulo-sp-2965976
#3181678,Vaga de Analista de Qualidade ,Rio Quente Resorts , São Paulo - SP,2018-01-24,"
Analista de Qualidade
Atividades: Responsável pelo monitoramento do atendimento da equipe de Vendas Nacional para garantir a utilização da metodologia de Vendas, buscando o aperfeiçoamento dos vendedores e consultores nas técnicas de negociação e controle de objeções, revisão de processos e procedimentos e geração de controles de acompanhamento da qualidade com o objetivo de atingir os objetivos e performance da área.
Requisitos: Superior completo ou cursando, experiência anterior em atendimento ou qualidade
Remuneração: R$ 3128,00 + Benefícios
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-qualidade-rio-quente-resorts-sao-paulo-sp-3181678
