id,positClean,companyClean,dateClean,skills,education,language,dateCollect,country,cityClean,stateClean,url
JD_2720918682,Machine Learning Engineer,Scribd,2018-04-03, value algorithm algorithm feature algorithm model scala java python ruby algorithm spark algorithm cloud value value,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1222&ao=8095&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_77903e20&cb=1524600149960&jobListingId=2720918682
JD_2664760240,Data Analyst,insights,2018-04-12, model mathematica model sql server python r,,,2018-04-24,canada,Whitby,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1223&ao=58811&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7e0383ba&cb=1524600149962&jobListingId=2664760240
JD_2720905350,Data Analyst Engineer,Modis  Inc,2018-04-03, excel dashboard sas mathematica excel tableau scripting sql java, bachelor,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1224&ao=305740&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_34b062ba&cb=1524600149964&jobListingId=2720905350
JD_2685317234,Data Management Specialist,Stemcell Technologies,2018-04-05, median transactional data transactional data transactional data excel database sql significar, master,,2018-04-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1225&ao=246380&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c2e25073&cb=1524600149967&jobListingId=2685317234
JD_2701000931,Data Science Advanced Analytics Co Op July to December Boston MA,Manulife,2018-04-19, model model data set visualization dashboard correlation model model r python sql excel r sas sql python excel model, master phd,,2018-04-24,canada,Canada,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1226&ao=133692&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f3038d25&cb=1524600149968&jobListingId=2701000931
JD_2697683072,Data Analyst,Eidos Montreal,2018-04-17, tableau sql r python visualization volume dashboard sql r python visualization volume unstructured data, bachelor master, english,2018-04-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=1227&ao=4128&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e5f9de0e&cb=1524600149970&jobListingId=2697683072
JD_2730772910,Associate Director Senior Optimization Specialist Data Science and Analytics,Scotiabank,2018-04-12, model mathematica algorithm model value algorithm model algorithm model model regression algorithm sql nosql sas hadoop visualization tableau python r value, phd,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1228&ao=137303&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4c59a80d&cb=1524600149971&jobListingId=2730772910
JD_2683565346,Data Analyst Marketing,Format,2018-04-03, sas sql python pandas visualization sas javascript ruby value value shell,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1229&ao=8095&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6509bd69&cb=1524600149972&jobListingId=2683565346
JD_2730450515,Scientist Molecular Biology Genomics,NI,2018-04-11, hue vector,,,2018-04-24,canada,NI,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=1230&ao=148364&s=58&guid=00000162f9401555af6857103975d7bc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e7518456&cb=1524600149974&jobListingId=2730450515
JD_2593078819,Data Analyst,Sickkids,2018-04-10, feature model data set data set database sql scripting model schema sql sas scripting database volume, bachelor, english french,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1301&ao=4120&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_713b3cae&cb=1524600354949&jobListingId=2593078819
JD_2739247986,Data Analyst,People To Go,2018-04-20, stata excel database database,,,2018-04-24,canada,Mississauga,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1302&ao=102921&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_0677eb5b&cb=1524600354950&jobListingId=2739247986
JD_2745233441,Customer Data Consultant,Intria,2018-04-24, sas sas sql sas tableau excel value value,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1303&ao=102921&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2229df26&cb=1524600354952&jobListingId=2745233441
JD_2659895132,Process Development Scientist Analytical,Stemcell Technologies,2018-04-07, median median storage median excel significar, phd,,2018-04-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1304&ao=246380&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b2ea83b5&cb=1524600354959&jobListingId=2659895132
JD_2661407025,Senior Scientist Position,Sunnybrook Health Sciences Centre,2018-04-09, model perl perl feature storage storage, phd, english,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1305&ao=4120&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e9ff735b&cb=1524600354961&jobListingId=2661407025
JD_2638088491,Data Engineer,RBC,2018-04-10, java storage visualization algorithm server,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1306&ao=135282&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b98906fd&cb=1524600354962&jobListingId=2638088491
JD_2707892610,R D Sensory Scientist,Interbake Foods,2018-03-28, model excel value model sas,,,2018-04-24,canada,Etobicoke,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1307&ao=242900&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e9fe6a54&cb=1524600354963&jobListingId=2707892610
JD_2535153873,Intermediate Project Scientist Engineer,SNC Lavalin Constructors,2018-03-27, sas sas, bachelor,,2018-04-24,canada,Fort Saint John,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1308&ao=242900&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_85b6c28b&cb=1524600354965&jobListingId=2535153873
JD_2586775484,Costing Data Analyst,lululemon,2018-04-04, correlation standard deviation excel classification aws,,,2018-04-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1309&ao=102921&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_014a0569&cb=1524600354967&jobListingId=2586775484
JD_1995453598,Director Data Science,BBG Management,2018-04-10, model algorithm clustering hadoop r python java sql, phd,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1310&ao=140103&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7ab467bc&cb=1524600354968&jobListingId=1995453598
JD_2727999165,Senior Data Engineer,Scotiabank,2018-04-09, value value volume unstructured data model storage spark hadoop model algorithm model algorithm model outlier model algorithm mathematica unstructured data hive pig sqoop spark kafka nosql database hbase cassandra r python shell scripting sql database sql server visualization tableau hbase server value,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1311&ao=137303&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4735613d&cb=1524600354970&jobListingId=2727999165
JD_2646369617,Senior Scientist Mass Spectrometry,Caprion,2018-04-19, de-identification,,,2018-04-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=1312&ao=4341&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_8ec280d6&cb=1524600355026&jobListingId=2646369617
JD_2706069216,Machine Learning Engineering Lead,Rubikloud Technologies,2018-03-27, database transactional data scalability pandas spark hadoop cloud aws azure storage,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1313&ao=14295&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_8005391d&cb=1524600355028&jobListingId=2706069216
JD_2680053368,Big Data Platform Data Quality Controls and Reconciliations Lead SVP level,Citi,2018-03-31, significar sql, bachelor,,2018-04-24,canada,Mississauga,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1314&ao=37049&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8fc7ce7c&cb=1524600355030&jobListingId=2680053368
JD_2493097576,Quantum Computing Scientist,QB Information Technologies  QBit,2018-04-03, mathematica value algorithm algorithm model algorithm python algorithm vector r matlab value, phd,,2018-04-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1315&ao=4120&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_97f9e5dd&cb=1524600355031&jobListingId=2493097576
JD_2741233823,Big Data Engineer,Amiga Informatics,2018-04-21, hadoop query sql hive scala spark visualization,,,2018-04-24,canada,Brampton,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1316&ao=316669&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_90a6d18e&cb=1524600355033&jobListingId=2741233823
JD_2730658990,Intermediate Air Quality Engineer Scientist,NI,2018-04-12,, bachelor master,,2018-04-24,canada,NI,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=1317&ao=52448&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9016ab88&cb=1524600355034&jobListingId=2730658990
JD_2738287093,Senior Data Analyst,TD Bank,2018-04-19, model query sql metadata model model metadata query value server,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1318&ao=134866&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_980dd1f7&cb=1524600355036&jobListingId=2738287093
JD_2599798080,Data Engineer,INgrooves Music Group,2018-04-18, coefficient storage mathematica python scala java javascript sql nosql sql server cassandra hbase aws model schema,,,2018-04-24,canada,Victoria,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1319&ao=4120&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5fba0564&cb=1524600355038&jobListingId=2599798080
JD_2668421528,Senior Data Engineer Spark Risk Data Platform,RBC,2018-04-17, hadoop cloud significar model nosql database java java spark spark hadoop spark kafka nosql database server,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1320&ao=135282&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d8f21d0d&cb=1524600355040&jobListingId=2668421528
JD_2639919214,Medical Scientist HCV,Gilead Sciences,2018-04-12, value excel aws value, phd,,2018-04-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1321&ao=238306&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_74ef1216&cb=1524600355042&jobListingId=2639919214
JD_2617386224,Senior Data Engineer,Granify,2018-04-11, value model aws cloud spark hadoop perl storage hadoop kafka storage cassandra sql scripting python java ruby aws spark perl value value, master master,,2018-04-24,canada,Edmonton,AB,https://www.glassdoor.com/partner/jobListing.htm?pos=1322&ao=66506&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_28f5467a&cb=1524600355043&jobListingId=2617386224
JD_2490484119,Machine Learning Scientist PhD,Fluent ai,2018-03-31, model python,,,2018-04-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=1323&ao=14295&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_30c1afe6&cb=1524600355045&jobListingId=2490484119
JD_2745509779,SAP Master Data Consultant Contrat,NI,2018-04-24,, master master master master master,,2018-04-24,canada,NI,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=1324&ao=4345&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2961cb6e&cb=1524600355046&jobListingId=2745509779
JD_2682506559,Junior Biologist Environmental Scientist,Associated Engineering,2018-04-02, hbase value, bachelor,,2018-04-24,canada,Saskatoon,SK,https://www.glassdoor.com/partner/jobListing.htm?pos=1325&ao=4120&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_f654d56f&cb=1524600355047&jobListingId=2682506559
JD_2669215629,SQL VBA Reporting Specialist Data Analyst,Continental Technology Solutions,2018-04-18, sql excel excel,,,2018-04-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=1326&ao=4120&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_14f71f4a&cb=1524600355049&jobListingId=2669215629
JD_2733858756,Modelling Engineer C C,Talentlab,2018-04-14, significar volume,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1327&ao=4345&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_49c1b834&cb=1524600355050&jobListingId=2733858756
JD_2648944148,Business Intelligence Analyst,,2018-04-23, model sql, bachelor,,2018-04-24,canada,NI,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=1328&ao=4120&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_b4d24345&cb=1524600355051&jobListingId=2648944148
JD_2665433910,Big Data Developer IoT Cloud,Samsung Electronics Canada,2018-04-13, cloud cloud cloud cloud cloud scalability aws aws hadoop spark kafka hive pig sqoop java scripting python sql nosql database hbase cassandra,,,2018-04-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1329&ao=52448&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_71fabe5a&cb=1524600355052&jobListingId=2665433910
JD_2685085929,Junior Environmental Engineer Scientist,GHD,2018-04-05, sas,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1330&ao=102921&s=58&guid=00000162f94336b8b1a8524c48fa3811&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e2da8763&cb=1524600355054&jobListingId=2685085929
JD_2735487071,Senior Air Quality Engineer Scientist,NI,2018-04-17,, bachelor master phd,,2018-04-24,canada,NI,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=1402&ao=52448&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_33a04a55&cb=1524600556431&jobListingId=2735487071
JD_2680041963,Big Data Platform Regulatory Surveillance Business Analyst AVP level,Citi,2018-03-31, value significar regression java python, bachelor,,2018-04-24,canada,Mississauga,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1403&ao=37049&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ce7dc4cc&cb=1524600556433&jobListingId=2680041963
JD_2738412594,Senior Data Analyst,Scotiabank,2018-04-19, model database model sql server database hadoop hadoop unstructured data database database metadata model metadata de-identification sql python scala value, bachelor mba,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1404&ao=137303&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_45e06bf7&cb=1524600556435&jobListingId=2738412594
JD_2653223177,Data Science Analyst Canadian Tire,Canadian Tire Corporation,2018-03-30, value storage model model model mathematica python r hadoop spss java database excel data set excel,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1405&ao=102921&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_79f52868&cb=1524600556438&jobListingId=2653223177
JD_2699654613,Data Analyst MRM McCann,McCann Worldgroup,2018-04-19, correlation dashboard regression sql value sql excel dashboard cloud javascript sql tableau excel mathematica value median, bachelor,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1406&ao=315685&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a4ba8cd2&cb=1524600556439&jobListingId=2699654613
JD_2738782593,Marketing Data Analyst,goeasy,2018-04-19, perl aggregation dashboard hbase excel query visualization storage,,,2018-04-24,canada,Mississauga,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1407&ao=4120&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e813ade8&cb=1524600556441&jobListingId=2738782593
JD_2670625174,Quantitative Analyst,IHS Markit,2018-04-19, mathematica model algorithm value model correlation model correlation model model model mathematica java,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1408&ao=242900&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_047b8d01&cb=1524600556443&jobListingId=2670625174
JD_2726623744,Data Engineer AMA Analytics,Alberta Motor Association,2018-04-07, hama hue excel value database sql server algorithm vector hadoop hive python tableau pentaho,,,2018-04-24,canada,Edmonton,AB,https://www.glassdoor.com/partner/jobListing.htm?pos=1409&ao=4341&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_31da6c46&cb=1524600556444&jobListingId=2726623744
JD_2701313509,Junior Analytics Consultant,Project X,2018-04-20,,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1410&ao=37049&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_602a2427&cb=1524600556446&jobListingId=2701313509
JD_2643296897,Business Intelligence Analyst Start date April,mckesson,2018-04-16, perl sql dashboard excel aws aws reference data value,, french,2018-04-24,canada,Saint-Laurent,NB,https://www.glassdoor.com/partner/jobListing.htm?pos=1411&ao=102921&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6aef19b4&cb=1524600556447&jobListingId=2643296897
JD_1957863634,Bilingual Data Analyst,Bilingual Source   Source Bilingue,2018-03-30,,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1412&ao=135403&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_2ab171e4&cb=1524600556449&jobListingId=1957863634
JD_2414205452,Junior DevOps Administrator Data Science,OICR,2018-04-05,,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1413&ao=4489&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_50ad6053&cb=1524600556450&jobListingId=2414205452
JD_2376824788,Biostatisticians Statistical Scientist Canada Home or Office based,IQVIA,2018-04-04, tableau shell tableau database sas, phd master,,2018-04-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=1414&ao=137342&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_91dc15a6&cb=1524600556452&jobListingId=2376824788
JD_2670653183,Data Modeler,Continental Technology Solutions,2018-04-19, model model model model schema schema sql model regression model database hbase database model model schema schema sql model regression,,,2018-04-24,canada,Markham,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1415&ao=4120&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ae90c984&cb=1524600556454&jobListingId=2670653183
JD_2731954421,Data Analytics Manager Financial Accounting Advisory Services,EY,2018-04-13, value data set unstructured data data set mathematica database visualization hadoop hana scripting sql database sas spss sql server,,,2018-04-24,canada,Calgary,AB,https://www.glassdoor.com/partner/jobListing.htm?pos=1416&ao=132919&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8e485f3b&cb=1524600556456&jobListingId=2731954421
JD_2726414813,Data Analyst,Millennium Consulting,2018-04-07, data set data set database r python pandas aws cloud sql visualization python r,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1417&ao=4120&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_826ff96d&cb=1524600556457&jobListingId=2726414813
JD_2740025163,Senior Data Analyst,RBC,2018-04-20, sql java hadoop model sql hadoop server,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1418&ao=135282&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0013100c&cb=1524600556458&jobListingId=2740025163
JD_2730813054,Business Intelligence Analyst PowerBI,Robert Half Technology,2018-04-12, dashboard,,,2018-04-24,canada,Edmonton,AB,https://www.glassdoor.com/partner/jobListing.htm?pos=1419&ao=133516&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_690c271b&cb=1524600556460&jobListingId=2730813054
JD_2664671525,Big Data Developer IoT Cloud,Samsung Group,2018-04-13, cloud cloud cloud cloud cloud scalability aws aws hadoop spark kafka hive pig sqoop java scripting python sql nosql database hbase cassandra,,,2018-04-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1420&ao=4008&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bc919b61&cb=1524600556462&jobListingId=2664671525
JD_2728632817,Junior Data Analyst,Millennium Consulting,2018-04-09, data set data set data set dashboard sql python pandas,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1421&ao=4120&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_92e5e41d&cb=1524600556463&jobListingId=2728632817
JD_2706609337,Analytics Software Engineer Big Data,QuickMobile,2018-03-27, economia hbase java scala php shell scripting database sql r,,,2018-04-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=1422&ao=4341&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_84b01105&cb=1524600556464&jobListingId=2706609337
JD_2729924967,Intermediate Scientist R D Abbott Point of Care,Abbott,2018-04-11,,,,2018-04-24,canada,Ottawa,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1423&ao=242900&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_453be554&cb=1524600556466&jobListingId=2729924967
JD_2738239312,Data Engineer,Ethoca,2018-04-19, database database database model python java sql algorithm,,,2018-04-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=1424&ao=4120&s=58&guid=00000162f946499b8942b6cbefe09813&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bf1c7998&cb=1524600556467&jobListingId=2738239312
