company,date,title,status,location,recommend,outlook,ceo,pros,cons,adviceManag,id,rating,dateCollect
"
Nubank
","
Há 4 meses
","
Decepção.
","Analista de Relacionamento SêniorEx-funcionário, saiu em 2016","
São Paulo, SP
","Conselhos para presidência: Tentem tratar seus funcionários como a empresa gosta de dizer que trata seus clientes. Transparência quase não existe. Te dão feedbacks positivos, e do nada, você não está """"apta"""" para trabalhar la.",NI,NI,"Prós: O ambiente é bom, locais """"fora"""" da sua mesa para trabalhar. Sala de jogos e de """"descanso"""". O salário relativamente bom, e vale refeição tambem.","Contras: Empresa se importa muito mais com a """"experiência do cliente"""", portanto deixa a desejar no tratamento de seus próprios funcionários. Feedbacks sem embasamento. """"Cultura"""" da empresa não condiz com a realidade do dia-a-dia.",NI,544171,3,2018-01-28
"
Nubank
","
Há 4 meses
","
Crescimento apressado da empresa gerou perda de qualidade para os funcionários
","Customer Experience AnalystEx-funcionário, saiu em 2017","
","

Recomenda a empresa:


Não
",NI,NI,"Prós: Uma empresa com o ambiente bastante agradável, e com ótimas pessoas que se importam com o trabalho e que estão dispostas a ajudar e melhorar sempre a comunicação interna para o desenvolvimento constante.","Contras: Gestão que visando o rápido desenvolvimento e a imagem da empresa da mídia, passou a se preocupar apenas com os clientes e não com os seus próprios funcionários, o que fez com que o próprio atendimento fosse prejudicado. O crescimento dos xpeers é incerto, o que acaba gerando constante frustrações. A empresa é conhecida por ser humana e flexível, infelizmente acabou perdendo esses pontos conforme seu crescimento",NI,544107,3,2018-01-28
"
Nubank
","
Há 4 meses
","
O desastre da gestão
","Customer Experience AnalystEx-funcionário, saiu em 2016","
São Paulo, SP
","Conselhos para presidência: Melhorar a gestão de pessoas, rh e estruturar melhor o plano de carreira - parar de enganar os funcionários com discurso x e depois apresentar y. Ser transparente em todos os processos com os funcionários. Os supervisores precisam de orientação para liderar e encarar a coisa de forma mais profissional e não achando que o óbvio para eles é óbvio para todos.",NI,NI,"Prós: Ambiente legal, descontraído e possibilita que o funcionário trabalhe a vontade. Espaços amplos e possibilidade de trabalhar em qq lugar da empresa.","Contras: Gestão de carreiras/pessoas e rh muito ruins - muitas promessas são feitas baseadas em animação de um momento, mas quando devem colocar as coisas em prática, deixam a pessoa na mão. Escala de trabalho injusta, pois na entrevista é informado que trabalhar aos fds é opcional, mas vc acaba entrando em sorteios quando não se candidata para nenhum horário e isso acaba atrapalhando compromissos agendados entre outras atividades que a pessoa tenha. Julgam e rotulam as pessoas caso não estejam disponíveis para as reuniões ou até mesmo se não tiverem interesse em participar, pois muitas vezes são assuntos que não ajudam com a performance do seu trabalho - Perguntam quais os seus grupos de preferência e jogam vc no grupo que menos tem afinidade quando vc já tem muita experiencia no grupo atual. Treinamentos cansativos, exaustivos e formato engole informação - muita teoria e pouca prática. Beber e trabalhar ao mesmo tempo e deixar que o """"bom senso"""" guie cada um é um risco grande, mas a empresa permite.",NI,538717,1,2018-01-28
"
Nubank
","
Há 5 meses
","
Boa empresa para trabalhar, nem tanto para se desenvolver
",Analista de Atendimento,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: Excelente ambiente para crescimento profissional, oportunidade de se trabalhar com novas tecnologias e soluções de grande escala, o escritório possui uma boa localização","Contras: Exige alta performance dos funcionários sem maiores incentivos, como por exemplo PRL. Em cargos de atendimento o sistema de promoções de cargos são definidos mas executados muitas vezes """"as cegas"""", pois mesmo com funcionários dentro dos pré requisitos, não existe justificativa concreta para a estabilização em cargos. Para outros cargos, é quase nula a possibilidade de promoção.",NI,535574,4,2018-01-28
"
Nubank
","
Há 5 meses
","
O Nubank pode ser o sonho de muita gente que conhece apenas """"por fora"""" ou pela mídia, mas na realidade é uma empresa com muitos pontos a melhorar
","Customer Experience AnalystEx-funcionário, saiu em 2017","
São Paulo, SP
","

Recomenda a empresa:


Não
",NI,NI,"Prós: O ambiente da empresa é muito bom, confortável e permite que os funcionários tenham uma liberdade bastante rara na grande maioria das empresas. Os benefícios também são bacanas (ótimo convênio médico, convênio odontológico opcional e vale-refeição compatível com o mercado).","Contras: Há uma diferenciação grande entre os xpeers (atendentes) e outras funções da empresa. Os xpeers geralmente não possuem oportunidades de crescimento, seguindo uma trilha bastante engessada. A equipe de RH (People&Culture) tem pouca atuação na retenção e desenvolvimento de talentos. Não por acaso, nos últimos meses o Nubank vem sofrendo com a saída de diversos xpeers, geralmente por motivos de oportunidade de carreira em outras startups. Outro ponto fraco é a questão dos feedbacks. A maioria dos gestores (swats) são profissionais jovens e com pouca ou nenhuma experiência em gestão de pessoas. Dessa forma, os feedbacks são rasos, voltados exclusivamente para métricas (números). Não há um plano de desenvolvimento de carreira, oportunidades de conhecer novas áreas da companhia ou descrição de pontos a melhorar de forma mais clara e incisiva. Conforme pontuado, os benefícios são bons, mas o salário é bastante insatisfatório, visto a qualificação dos funcionários (boas faculdades, experiências anteriores, cursos extracurriculares) é bem acima da qualificação de """"atendentes"""" em outras empresas, além da alta demanda de atendimentos e métricas bastante desafiadoras, que não refletidas em uma boa remuneração.",NI,532060,3,2018-01-28
"
Nubank
","
Há 6 meses
","
Bem melhor que a média, mas precisam rever a liderança no chapter de CX.
",Analista de Relacionamento Pleno,"
São Paulo, SP
","Conselhos para presidência: Gostaria que a empresa continuasse no caminho humanizado, e não virasse comum. Funcionários de fora vieram com a visão dino de justificar tudo pelo contrato e interpretar a legislação de uma maneira prejudicial ao cliente. Essas pessoas não tem o modo Nubank na alma e podem prejudicar a visão da empresa no futuro.",NI,NI,"Prós: É uma ótima empresa. Tá sempre inovando e descobrindo como melhorar. Contrata um perfil diferente de pessoas para o atendimento e muda a perspectiva delas. É uma empresa que visa eficiência e tenta, quase sempre, pensar no cliente. Dão salários acima da media pros seus funcionários e isso é maravilhoso.","Contras: O ponto negativo é, definitivamente, a liderança do chapter de Customer Experience. Se formou um grupo de líderes. que entraram no começo da empresa, e foram promovidas extremamente rápido. Entraram como suporte e foram para Team Leaders em meses. O carisma de antes não se traduz, hoje, em boas atitudes e decisões. Continuam fazendo coisas consideradas graves em qualquer empresa, não aceitam bem feedback negativo, coagem as pessoas. Não pensam que são replaceable, como qualquer funcionário. A maioria não fala um inglês fluente, requisito para vaga, e acham que estão acima do bem e do mal. Não sabem desenvolver e sim cobrar. Cobrança por número e horas. Não pensam na big picture e querem todos no mesmo padrão. Perdoam uns e condenam outros pela mesma coisa.",NI,512772,4,2018-01-28
"
Nubank
","
Há 6 meses
","
Recomendo
","Ex-funcionário, saiu em 2017","
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: Ambiente incrível, diferenciado e descontraído, desafios estimulantes e um time incrível, tornando trabalhar diariamente um prazer ao invés de uma obrigação dolorosa","Contras: Não verifiquei até agora a existência de muitos pontos negativos, no geral não tenho reclamação nenhuma a fazer em relação à empresa, apenas experiências positivas.",NI,510363,5,2018-01-28
"
Nubank
","
Há 6 meses
","
Boa!
",Estagiário,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,Prós: Horizontalidade e autonomia. Me passaram uma atividade muito interessante e a proximidade das pessoas com maior grau de senioridade me atraiu bastante,"Contras: Ao fazer as análises o ponto negativo foi ter que aprender a programação de dados em massa. Ao mesmo tempo também é um ponto positivo visto que me trouxe muito conhecimento, depende do ponto e vista.",NI,500063,4,2018-01-28
"
Nubank
","
Há 6 meses
","
Empresa boa mas precisa melhorar
",Analista,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: Escritorio bem bacana, bem localizado, frutas durante o dia, bons equipamentos de trabalho","Contras: Comunicacao baguncada, cultura ainda esta sendo organizada, pessoas as vezes um pouco metidas, pois falta mais humildade......mas o produto eh bom!",NI,498146,3,2018-01-28
"
Nubank
","
Há 7 meses
","
Uma excelente empresa.
",Customer Experience Analyst,"
São Paulo, SP
",NI,NI,NI,Prós: É uma empresa à frente do seu tempo. Tem toda uma filosofia por trás e é educada com os seus funcionários. Tem mudado a persepcao das empresas quanto o atendimento ao cliente.,"Contras: Os líderes mais antigos, que foram promovidos quando era uma startup. Na maioria, são imaturos e não sabem desenvolver pessoas. Levam feedback por pessoal.",NI,486999,4,2018-01-28
"
Nubank
","
Há 7 meses
","
Divertido
",Analista de Relacionamento,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: É muito legal trabalhar em uma empresa como o nubank, pois a empresa tem uma cultura muito diferente das outras e isso acaba tornando o dia a dia do trabalho muito mais prazeroso.","Contras: Não tenho muitos pontos negativos a respeito da cultura do nubank para eu me recordar de algum. Acho que o modo muito livre algumas vezes acaba fazendo com que outras pessoas me atrapalhem, mas nada de mais.",NI,482226,5,2018-01-28
"
Nubank
","
Há 7 meses
","
trabalhar no nubank :)
",Analista de Relacionamento,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: Cultura organizacional, oportunidade de crescimento, trabalho em equipe, flexibilidade, ambiente de trabalho, localização da empresa, prédio da empresa","Contras: Não acredito que existam muitos pontos negativos em relação a empresa, pois todos os fatores que eu considero importante para trabalhar em uma empresa são positivos.",NI,477527,5,2018-01-28
"
Nubank
","
Há 7 meses
","
Melhor Startup do Brasil
",Jovem Aprendiz,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: Ambiente de trabalho, pessoas, tarefas e metas diárias, etc. Equipe e empresa sempre dando o melhor de si para ajudar o cliente e infraestrutura do Nubank","Contras: Não tem muitos pontos negativos se for parar e pensar. Mas o que eu recomendaria, é para as cabeças da empresa não deixar o cultura NU de lado e sempre tratar os clientes e empregados muito bem.",NI,475865,5,2018-01-28
"
Nubank
","
Há 9 meses
","
recomendo pela experiência
",Customer Experience Analyst,"
São Paulo, SP
",Conselhos para presidência: Dar chances para crescimento interno.,NI,NI,"Prós: Ambiente, cultura, qualidade de vida dentro da empresa, chance de aprendizado em novas habilidades e conhecimentos de novas áreas. Boa estrutura e condições de trabalho",Contras: Falta de oportunidades para crescimento. Atendentes muito qualificados para a posição o que acaba gerando insatisfação depois de pouco tempo e criando alta rotatividade,NI,441113,4,2018-01-28
"
Nubank
","
Há 10 meses
","
Cool but not too cool
","Customer Experience AnalystEx-funcionário, saiu em 2016","
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: A Informalidade, as mudanças constantes e os diversos eventos para incentivar a motivação dos funcionários são pontos que contribuem para que a rotina seja um tanto mais leve.","Contras: A falta de oportunidades de desenvolvimento para a maioria dos funcionários, favoritismos e o trabalho maçante são coisas que prejudicam... Se a empresa não estivesse tão empenhada em desenvolver atividades motivacionais e pagando bons salários, acredito que a maioria dos funcionários não estariam satisfeitos.",NI,433108,4,2018-01-28
"
Nubank
","
Há 10 meses
","
Gestão de pessoas fraca
","Analista de RelacionamentoEx-funcionário, saiu em 2017","
São Paulo, SP
","Conselhos para presidência: Revejam seus critério para escolha de gestores e líderes. O que adianta ser uma empresa com super atendimento aos clientes """"humanizado"""" e ter uma gestão de pessoas amadora ou somente pautada em números? O discurso fica incongruente, insustentável e inevitavelmente atingirá o bem maior da empresa que é a sua cultura.",NI,NI,"Prós: A cultura e o ambiente de trabalho são pontos positivos da empresa pois favorecem a convivência e troca de aprendizado entre times e pessoas, estimulando a diversidade, a colaboração e fortalecimento da visão estratégica de negócio.","Contras: A gestão de pessoas é feita de forma quase amadora. Alguns líderes não possuem perfil para exercer a função, pouco ou nenhum conhecimento/ experiência no assunto e não recebem treinamento/ orientação adequada para o cargo, o que causa stress e desmotivação dos funcionários, uma vez que as queixas e relatos registradas via feedback quase nunca são acatados. A comunicação interna e política de promoção de cargos da empresa são confusas, geram muitos ruídos e promovem a desinformação. Os critérios considerados para avaliação dos candidatos não são claros e bem comunicados.",NI,423431,3,2018-01-28
"
Nubank
","
Há 10 meses
","
Retenção falha
",Analista de Customer Service,"
","Conselhos para presidência: Valorizar a aptidão, formação e vontade dos funcionários. Há diversos projetos sendo tocados pelos atuais Nubankers que poderiam abrir vagas específicas mas quando novas posições são abertas só sabe olhar para fora.",NI,NI,"Prós: Ambiente descontraído e amigável, realmente todos podem se sentir recepcionados. A empresa tem uma importância no mercado e tê-la no currículo é bacana",Contras: Não há preocupação alguma com desenvolvimento de carreira em outras funções ou retenção de talentos quando o tópico é customer Experience. A maioria entra acreditando que é possível mudar de função mas se frustra com 99% dos processos seletivos sendo abertos para fora sem sequer cogitar os funcionários da casa. Reter talentos não vale para quem é de CX,NI,417356,2,2018-01-28
"
Nubank
","
Há 11 meses
","
Uma boa empresa
",Analista de Relacionamento Pleno,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: O ambiente descontraído, a receptividade das pessoas e a infraestrutura super adequada às necessidades dos funcionários. A empresa possui uma boa posição no mercado.",Contras: O fato do Nubank ter tido um crescimento exponencial muito rápido prejudicou a estruturação de algumas áreas de maneira mais orgânica e construtiva.,NI,408816,4,2018-01-28
"
Nubank
","
Há 11 meses
","
Incrível.
",Engenheiro de Software,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: Particularmente adoro o ambiente despojado e jovem, que apesar de já ter crescido, a empresa ainda continua com o mesmo espírito de start-up, o que é ótimo!","Contras: Não acredito que tenha tantos pontos negativos, mas confesso que sempre sinto uma cobrança excessiva por resultado, o que é de se esperar de uma empresa desse ramo e porte.",NI,404552,5,2018-01-28
"
Nubank
","
Há 12 meses
","
Empresa ótima, trabalho regular
",Analista de Relacionamento,"
São Paulo, SP
","

Recomenda a empresa:


Não
",NI,NI,"Prós: - Cultura da empresa levada a sério. - Impacto positivo causado pela empresa no mercado e na sociedade. - Ambiente super tranquilo e respeitoso. - Abertura para se falar com quem quiser, sobre o que quiser.",Contras: - Extrema discrepância entre áreas. - Poucas chances de desenvolvimento. - Escopo de trabalho muito repetitivo e pouco desafiador. - Oportunidades escassas de perseguir novos desafios e criar impacto de verdade na empresa.,NI,394932,3,2018-01-28
"
Nubank
","
Há aproximadamente 1 ano
","
Frustração
",Analista de Relacionamento,"
São Paulo, SP
","Conselhos para presidência: Reveja o processo de seleção interna, bem como os critérios para promoções. Há muita gente favorecida por questões de amizade, e isso definitivamente não é legal. Deem mais valor aos Nubankers qualificados, eles também querem fazer dessa a melhor empresa do Brasil.",NI,NI,"Prós: O melhor ambiente de trabalho que já vivi, aqui você pode ser você mesmo, com seus defeitos e qualidades. Um lugar perfeito para aprender de tudo.","Contras: O Nubank vende a ideia de que todos seus funcionários tem curso superior e inglês. Isso não é verdade, há vários Nubankers que se quer estão estudando, sim, ele entraram na faculdade e abandonaram no meio do caminho. Agora já estão empregados mesmo. Alguns Nubankers sem curso superior sendo promovidos, enquanto os já formados sem oportunidade - a empresa leva em consideração o tempo de casa. Alguns gestores imaturos para tal função, sem preparo e conhecimento.",NI,382159,4,2018-01-28
"
Nubank
","
Há aproximadamente 1 ano
","
Um bom lugar para se começar a carreira
",Customer Experience Analyst,"
São Paulo, SP
",Conselhos para presidência: Dar mais valor internamente antes de abrir uma vaga externa,NI,NI,"Prós: Os benefícios são bons, o ambiente é descontraído, não só pelo espaço físico em si, mas as pessoas também são, colegas de trabalho são bem receptivos a dar e receber feedback, mudanças acontecem rápido e se tem alguma autonomia.","Contras: Por trabalhar num ambiente flat de hierarquia, chega uma hora que é difícil crescer na empresa, se vier pra vaga de customer experience analyst, terá que trabalhar no final de semana e feriados.",NI,375545,4,2018-01-28
"
Nubank
","
Há aproximadamente 1 ano
","
Ótimo mas pode melhorar
",Analista de Relacionamento,"
São Paulo, SP
",Conselhos para presidência: Revisar a capacidade de gestão de algumas pessoas,NI,NI,Prós: Ambiente agradável Liberdade para tomar decisões Desenvolvimento profissional informalidade Organizado,"Contras: Pessoas sem nenhum conhecimento selecionadas para cargo de chefia, causando atraso no desenvolvimento profissional e até mesmo incomodo por trabalhar na mesma equipe.",NI,375239,5,2018-01-28
"
Nubank
","
Há aproximadamente 1 ano
","
inovador
","Quality CoachEx-funcionário, saiu em 2016","
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: ambiente descontraido, fácil acesso com os times. Voz ativa, preocupação dos funcuonarios.","Contras: Falta um pouco de ordem em algum setores, mas acredito que por ser mt nova. tudo deve melhorar com o tempo.",NI,366924,4,2018-01-28
"
Nubank
","
Há aproximadamente 1 ano
","
Excelente experiência.
",Analista,"
São Paulo, SP
",Conselhos para presidência: Super aberta para novas perspectivas e ideias.,NI,NI,"Prós: Cultura, autonomia e ambiente interno muito positivos ao desenvolvimento e aplicação de todo potencial. Além de incentivar aprendizado no dia a dia, sempre pensando fora da caixa.","Contras: Não tenho nenhum ponto a mencionar, pelo contrário, melhor empresa que já trabalhei até hoje. Realmente poucas empresas operando dessa forma tão disruptiva e positiva.",NI,351531,5,2018-01-28
"
Nubank
","
Há aproximadamente 1 ano
","
Um empresa em crescimento
","CoordenadorEx-funcionário, saiu em 2015","
São Paulo, SP
","Conselhos para presidência: Apesar de ser ter uma boa qualidade de vida é preciso existir mais clareza por parte dos superiores no quisito desenvolvimento pessoal, pois fica claro que em certos casos existe uma certe distinção entre as pessoas,.",NI,NI,"Prós: O ambiente, a forma descontraída de trabalho, a liberdade de trabalhar fora do seu lugar, a forma de interação entre as equipes, o conhecimento as reuniões semanais","Contras: Por serum ambiente muito descolado onde todos tem muito liberdade as vezes parece que não há acompanhamento dos trabalhos, as forma de cobrança não é clara.",NI,348515,3,2018-01-28
"
Nubank
","
Há aproximadamente 1 ano
","
Ótimo lugar
",Assistente,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: Ambiente saudável, com baixa pressão e liberdade para expressar suas opiniões, além de sua forma de trabalho. Salário dentro da média e incentivo aos funcionários.","Contras: Não consigo ver muitos pontos negativos, a empresa busca a melhoria para seus funcionários e procura estar sempre crescendo na medida do possível.",NI,346510,4,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Melhor lugar para se sentir bem ao trabalhar.
",Coach,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: Respeito, transparência, cuidado. Lugar mt bem cuidado onde vc sabe que faz parte do time. Escritório invejavel. Localizaçao ótima. Tudo mt bom.",Contras: Nao consigo descrever. Muito dificil conseguir pensar em alguma coisa para melhorar. .,NI,335181,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
ótima oportunidade para desenvolver-se profissionalmente
","Analista de RiscosEx-funcionário, saiu em 2015","
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,Prós: - ambiente diversificado - pessoas inteligentes - oportunidade para expôr pontos de vistas diferentes - empresa que incentiva o desenvolvimento profissional,Contras: - salário abaixo do mercado - diversidade de funções em uma mesma ocupação - constantes mudanças inabilitam a possibilidade de planejamento de longo prazo para desenvolvimento na empresa,NI,325494,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
melhores pessoas para se trabalhar com!
",Analista de Relacionamento Pleno,"
São Paulo, SP
","Conselhos para presidência: serem humanos com seus funcionários, o corpo da sua empresa, o coração, pulmão, etc. assim como são com os clientes.",NI,NI,"Prós: salário bom, pessoas diferentes, excelentes profissionais na mais diversas áreas, podemos sempre aprender coisas novas.",Contras: tomar xuidado para não perderem a essência. quando se vai crescendo você pode perder o foco.,NI,324392,3,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Me sinto em casa, no trabalho.
",Designer,"
São Paulo, SP
","Conselhos para presidência: Não esqueçam dos nossos valores, nunca ! ;)",NI,NI,"Prós: Ambiente incrível de trabalho, nunca tive uma curva de aprendizado tão prazerosa em nenhum outro lugar. Os benefícios da adoção do sistema de squads (profissionais distribuídos temporariamente por projeto) são muitos: aumenta a empatia entre pessoas de áreas diferentes, aumenta a colaboração, facilita a resolução de problemas, não isola as especialidades em departamentos, e permite uma circulação pelo espaço físico e por projetos com muita fluidez. Além disso, o ambiente descontraído e permissivo faz com que cada um consiga se sentir em casa e encontrar seu espaço.","Contras: Difícil pensar em um ponto negativo, de verdade! Acho que no Brasil existem poucos ambientes de trabalho nessa escala que paguem bem e tenham um pool de talento tão excelente e variado.",NI,319056,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Autonomia e diversidade
",Funcionário,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: A empresa da muita autonomia, e valoriza a ousadia. Me sinto um verdadeiro empreendedor com relação aos meus projetos. Temos um time muito diversificado em termos de estilo, cultura, e formação, e todos são de qualidade excepcional.","Contras: No momento não tenho nenhum ponto negativo para ressaltar. Vejo muita coisa para melhorar, mas faz parte de ser uma empresa nova que está redefinindo a sua industria. Isso me anima.",NI,314490,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Melhor do que a média, mas me desiludi
",Engenheiro de Software,"
São Paulo, SP
",Conselhos para presidência: Falta de transparência em algumas decisões; pecando ao deixar de cultivar talentos internos e funcionários com mais tempo de casa para contratar middle managers de fora.,NI,NI,Prós: Oportunidade de trabalhar com excelentes colegas nas áreas técnicas; bastante liberdade e confiança na responsabilidade de cada um em resolver problemas e propor soluções.,Contras: Restante da empresa se tornando muito distante da cultura de uma empresa de tecnologia; falta de transparência em decisões estratégicas; imaturidade em processos e comunicação entre departamentos; falta de um plano de carreira; muitos cargos de chefia sendo preenchidos por pessoas que não começaram na empresa.,NI,306561,4,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Está muito bom, mas pode melhorar bastante ainda
",Customer Experience Analyst,"
São Paulo, SP
",Conselhos para presidência: Não deixe de ser acessível.,NI,NI,"Prós: Ambiente descontraído e saudável; Prédio com boa estrutura e bem localizado; Autonomia nas tomadas de decisões; Transparência quanto aos planos de crescimento da empresa; Boa infraestrutura e suporte nas ferramentas necessárias; Toda voz é considerada importante e ouvida nas tomadas de decisão, independente do cargo na empresa; Remuneração acima do mercado; O nosso mascote lindinho, o Lost!","Contras: Estrutura ainda em construção, o que causa certa confusão e falhas no diálogo entre setores e áreas diferentes; Falta de comunicação e empatia entre os que tomam decisões e os que são afetados por tais decisões; Falta de política clara de quais cargos têm direito a ações da empresa; RH pouco desenvolvido.",NI,304789,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Ótima qualidade de vida e cheia de desafios, oportunidade para crescimento profissional
",Customer Experience Analyst,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: A empresa me dá liberdade de expressão e ouve as opiniões dos funcionários, estando sempre abertos a mudanças. Além disso, a cultura da empresa respeita o jeito de ser de cada um e tem o objetivo de ser uma empresa diversificada.","Contras: Por ser uma startup, alguns processos ainda estão sendo desenhados e muita coisa ainda há para ser aprendida. A Estrutura física é muito boa, mas falta um pouco de integração entre as áreas, seria legal colocar os setores relacionados mais próximos uns dos outros.",NI,304510,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Melhor empresa em que já trabalhei!
",Analista de Relacionamento,"
São Paulo, SP
","Conselhos para presidência: Continuar seguindo no caminho do respeito à diversidade, fazendo do Nubank um lugar onde todos se sintam seguros e acolhidos. É como se fosse nossa segunda casa, então isso é algo de extrema importância!",NI,NI,"Prós: A cultura de diversidade da empresa e o respeito entre todos os funcionários, com certeza são os maiores pontos positivos do Nubank. É um lugar onde nos sentimos em casa!","Contras: A empresa está em fase de crescimento então a rotina é bem pesada atualmente, temos pouco tempo pra tocar novos projetos e até pra socializar ou almoçar com os colegas.",NI,304206,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Um aprendizado para toda vida!
",Customer Experience Team Leader,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: A empresa proporciona um ambiente muito bom, a independência para tomar decisões e a estrutura organizacional flat, induz as pessoas a absorverem mais conhecimento a cada dia.","Contras: Falta de um plano de carreira, clareza nos reconhecimentos e por ser uma empresa jovem, ainda falta uma clareza melhor na forma como as pessoas são """"cobradas"""". Neste ponto em específico, ainda existe grande diferença entre as atividades.",NI,303687,4,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Melhor empresa para se trabalhar.
",Customer Experience Analyst,"
São Paulo, SP
","Conselhos para presidência: Mais inovação, ainda mais rápido. Mais foco no pessoal!",NI,NI,"Prós: A cultura é muito interessante, a flexibilidade, a quebra de padrões de outras empresas mais conservadoras e antigas. O salário, para o tipo de trabalho feito, é muito bom, também.","Contras: Por ser uma empresa que se mexe muito rápido, e é muito nova, os processos ainda não estão perfeitamente definidos, e existe muitos erros cometidos. Porém, como é algo da empresa ser rápido e errar muito, está tudo certo!",NI,303301,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Orgulho em fazer parte
",Software Engineer,"
São Paulo, SP
",Conselhos para presidência: Continuar mantendo a confiança em seus funcionários,NI,NI,"Prós: Profissionais de alto nível que se preocupam com toda empresa, impacto e influência na sociedade e aprendizado constante em multiplas áreas.",Contras: Não existem pontos negativos dignos de nota. Nunca fui desrespeitado como profissional ou como pessoa e nem presenciei imposições dadas de maneira ofensiva.,NI,303254,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Inovação é reconhecer e valorizar o time!
",Customer Experience Analyst,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: O Nubank é tão """"inovador"""" que até respeita e reconhece os funcionários (hehe), já trabalhei em diversas empresas (de diversos tamanhos) e nunca vi esse carinho por nós, colaboradores, me sinto muito feliz aqui! Nunca passei de 6 meses nestas empresas, por não aguentar mais os pensamentos quadrados deles, já faz 1 ano que estou no Nubank com a mesma empolgação da minha primeira semana. :D","Contras: Acredito que o problema do Nubank é natural de qualquer empresa com este mesmo crescimento, a roda precisa rodar o quanto antes e muitas vezes alguns detalhes acabam ficando para trás, mas hoje a empresa está muito mais estruturada e com pé no chão, ajustando tudo que ficou para trás. ;)",NI,303223,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Melhor empresa para obter crescimento profissional e pessoal
",Customer Experience Performance Coach,"
São Paulo, SP
","

Recomenda a empresa:


Sim
",NI,NI,"Prós: O Nubank é uma empresa que proporciona um ambiente de trabalho incrível, muito descontraido e preocupado, genuinamente, com os funcionários. Ainda, como temos um local muito diverso em termos de pessoas, com perfils diferentes e backgrounds diferentes, o trabalho diário é muito rico em conhecimento e compartilhamento. Em pouco tempo é possível aprender o que as vezes não aprendemos em anos, em qualquer outra empresa. Os desafios são constantes, o que torna o trabalho muito mais dinâmico.","Contras: Como qualquer startup, ainda é preciso estrutuar diversos processos para conseguir a excelência em alguns pontos específicos. Este ponto pode causar um certo desconforto em quem vem de locais muito estruturados.",NI,303186,5,2018-01-28
"
Nubank
","
Há mais de 1 ano
","
Melhor lugar para trabalhar no Brasil
",Customer Experience Analyst,"
São Paulo, SP
","Conselhos para presidência: Talvez um """"alojamento"""" pro pessoal que vem de fora. Seria ótimo se tivéssemos um lugar pra ficar por um tempo, até nos adequarmos e conseguirmos caminhar com as próprias pernas. Poderiam cobrar um aluguel razoável, para dar um suporte. Não é fácil deixar tudo para trás, fazemos isso por amor à empresa mesmo. Então essa ajuda seria muito bem vinda. Fora isso, só tenho agradecimentos",NI,NI,"Prós: Temos liberdade de criar e sermos nós mesmos, além do apoio e da segurança de trabalharmos num ambiente onde somos respeitados e cuidados. A empresa também se preocupa com o lado trabalhista e faz tudo direitinho e dentro da lei.","Contras: Com o constante crescimento da empresa, ainda é necessária a contratação de novos colaboradores. Para nossa sorte, isso está sendo providenciado. Também temos algumas adequações que ainda estão sendo feitas, mas é normal. A empresa ainda é nova.",NI,303125,5,2018-01-28
